#Table Version   5
#[Z/Z_SOLAR]= 0.00 [A/Fe]= 0.0 GN93     | VALID RANGE:  110 110 110 110 110 110 110 110 110 110 110 110 110
#Teff(K)| Pgas@  log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50   log g = 6.00 
  0.2200000E+04  0.1112867E+05  0.1771138E+05  0.3031442E+05  0.4899234E+05  0.7180616E+05  0.9467217E+05  0.2570302E+06  0.7160746E+06  0.1965504E+07  0.5225352E+07  0.1384199E+08  0.3708197E+08  0.9896947E+08
  0.2300000E+04  0.1018258E+05  0.1616588E+05  0.2764055E+05  0.4478162E+05  0.6614499E+05  0.8875910E+05  0.2257403E+06  0.6089545E+06  0.1672884E+07  0.4428941E+07  0.1162301E+08  0.3098117E+08  0.8295766E+08
  0.2400000E+04  0.9259384E+04  0.1473562E+05  0.2526754E+05  0.4113992E+05  0.6137628E+05  0.8434194E+05  0.1988360E+06  0.5233118E+06  0.1435864E+07  0.3766356E+07  0.9796484E+07  0.2591509E+08  0.6940632E+08
  0.2500000E+04  0.8422342E+04  0.1343386E+05  0.2306786E+05  0.3755882E+05  0.5585723E+05  0.7587413E+05  0.1819385E+06  0.4545908E+06  0.1221860E+07  0.3211253E+07  0.8295448E+07  0.2170468E+08  0.5795864E+08
  0.2600000E+04  0.7713866E+04  0.1230736E+05  0.2111951E+05  0.3427152E+05  0.5045474E+05  0.6663154E+05  0.1625549E+06  0.4026032E+06  0.1054731E+07  0.2744377E+07  0.7064650E+07  0.1828443E+08  0.4836126E+08
  0.2700000E+04  0.7148160E+04  0.1140001E+05  0.1956824E+05  0.3176249E+05  0.4676519E+05  0.6187638E+05  0.1579649E+06  0.3868125E+06  0.9597596E+06  0.2361200E+07  0.6043618E+07  0.1550765E+08  0.4082974E+08
  0.2800000E+04  0.6700856E+04  0.1069247E+05  0.1839997E+05  0.2999969E+05  0.4456281E+05  0.6027479E+05  0.1485900E+06  0.3548847E+06  0.8509291E+06  0.2036737E+07  0.5169385E+07  0.1314208E+08  0.3401574E+08
  0.2900000E+04  0.6325611E+04  0.1011961E+05  0.1747970E+05  0.2861963E+05  0.4271620E+05  0.5797949E+05  0.1294248E+06  0.3275489E+06  0.7641575E+06  0.1772820E+07  0.4438003E+07  0.1116870E+08  0.2861528E+08
  0.3000000E+04  0.5991127E+04  0.9633411E+04  0.1671303E+05  0.2746036E+05  0.4112918E+05  0.5604153E+05  0.1140364E+06  0.2982326E+06  0.6935725E+06  0.1561294E+07  0.3832465E+07  0.9533779E+07  0.2412902E+08
  0.3100000E+04  0.5696794E+04  0.9207803E+04  0.1602122E+05  0.2637872E+05  0.3963243E+05  0.5425328E+05  0.1049522E+06  0.2621370E+06  0.6323575E+06  0.1452094E+07  0.3434702E+07  0.8309486E+07  0.2060661E+08
  0.3200000E+04  0.5420939E+04  0.8758776E+04  0.1522721E+05  0.2511033E+05  0.3795058E+05  0.5244994E+05  0.1012543E+06  0.2223127E+06  0.5715459E+06  0.1307764E+07  0.3024217E+07  0.7195040E+07  0.1758462E+08
  0.3300000E+04  0.4982084E+04  0.7995856E+04  0.1388753E+05  0.2308631E+05  0.3554259E+05  0.5029907E+05  0.9791252E+05  0.1961849E+06  0.4996795E+06  0.1182094E+07  0.2700545E+07  0.6306205E+07  0.1514212E+08
  0.3400000E+04  0.3750722E+04  0.6188238E+04  0.1096402E+05  0.1877088E+05  0.3037173E+05  0.4671271E+05  0.9125501E+05  0.1823233E+06  0.4378197E+06  0.1010829E+07  0.2305363E+07  0.4850253E+07  0.1074087E+08
  0.3500000E+04  0.2519361E+04  0.4380619E+04  0.8040510E+04  0.1445544E+05  0.2520086E+05  0.4312636E+05  0.8459751E+05  0.1684616E+06  0.3759598E+06  0.8395646E+06  0.1910182E+07  0.3394302E+07  0.6339608E+07
  0.3750000E+04  0.1288000E+04  0.2573000E+04  0.5117000E+04  0.1014000E+05  0.2003000E+05  0.3954000E+05  0.7794000E+05  0.1546000E+06  0.3141000E+06  0.6683000E+06  0.1515000E+07  0.1938350E+07  0.1938350E+07
  0.4000000E+04  0.1053000E+04  0.2117000E+04  0.4239000E+04  0.8463000E+04  0.1688000E+05  0.3368000E+05  0.6715000E+05  0.1341000E+06  0.2707000E+06  0.5602000E+06  0.1184000E+07  0.1495900E+07  0.1495900E+07
  0.4250000E+04  0.8651000E+03  0.1749000E+04  0.3512000E+04  0.7031000E+04  0.1408000E+05  0.2820000E+05  0.5659000E+05  0.1139000E+06  0.2299000E+06  0.4701000E+06  0.9831000E+06  0.1239600E+07  0.1239600E+07
  0.4500000E+04  0.7119000E+03  0.1451000E+04  0.2927000E+04  0.5879000E+04  0.1179000E+05  0.2363000E+05  0.4751000E+05  0.9576000E+05  0.1937000E+06  0.3936000E+06  0.8074000E+06  0.1014300E+07  0.1014300E+07
  0.4750000E+04  0.5814000E+03  0.1201000E+04  0.2444000E+04  0.4936000E+04  0.9933000E+04  0.1997000E+05  0.4020000E+05  0.8106000E+05  0.1642000E+06  0.3337000E+06  0.6798000E+06  0.8528500E+06  0.8528500E+06
  0.5000000E+04  0.4648000E+03  0.9817000E+03  0.2028000E+04  0.4138000E+04  0.8384000E+04  0.1694000E+05  0.3420000E+05  0.6915000E+05  0.1402000E+06  0.2853000E+06  0.5821000E+06  0.7305000E+06  0.7305000E+06
  0.5250000E+04  0.3570000E+03  0.7808000E+03  0.1651000E+04  0.3426000E+04  0.7027000E+04  0.1433000E+05  0.2910000E+05  0.5910000E+05  0.1202000E+06  0.2450000E+06  0.5013000E+06  0.6294500E+06  0.6294500E+06
  0.5500000E+04  0.2598000E+03  0.5951000E+03  0.1301000E+04  0.2768000E+04  0.5787000E+04  0.1197000E+05  0.2458000E+05  0.5032000E+05  0.1029000E+06  0.2107000E+06  0.4326000E+06  0.5435500E+06  0.5435500E+06
  0.5750000E+04  0.1785000E+03  0.4330000E+03  0.9836000E+03  0.2158000E+04  0.4629000E+04  0.9774000E+04  0.2042000E+05  0.4235000E+05  0.8745000E+05  0.1804000E+06  0.3724000E+06  0.4684000E+06  0.4684000E+06
  0.6000000E+04  0.2218365E+03  0.3028000E+03  0.7175000E+03  0.1623000E+04  0.3577000E+04  0.7744000E+04  0.1654000E+05  0.3494000E+05  0.7328000E+05  0.1529000E+06  0.3185000E+06  0.4013000E+06  0.4013000E+06
  0.6250000E+04  0.1841534E+03  0.1998000E+03  0.5096000E+03  0.1189000E+04  0.2687000E+04  0.5957000E+04  0.1302000E+05  0.2812000E+05  0.6016000E+05  0.1276000E+06  0.2694000E+06  0.3403000E+06  0.3403000E+06
  0.6500000E+04  0.1307536E+03  0.1235000E+03  0.3493000E+03  0.8566000E+03  0.1983000E+04  0.4487000E+04  0.1001000E+05  0.2209000E+05  0.4826000E+05  0.1044000E+06  0.2243000E+06  0.2842500E+06  0.2842500E+06
  0.6750000E+04  0.8455040E+02  0.7049000E+02  0.2314000E+03  0.6040000E+03  0.1446000E+04  0.3338000E+04  0.7584000E+04  0.1705000E+05  0.3798000E+05  0.8386000E+05  0.1836000E+06  0.2334700E+06  0.2334700E+06
  0.7000000E+04  0.5239873E+02  0.3473000E+02  0.1490000E+03  0.4198000E+03  0.1043000E+04  0.2465000E+04  0.5698000E+04  0.1303000E+05  0.2952000E+05  0.6639000E+05  0.1480000E+06  0.1888050E+06  0.1888050E+06
  0.7250000E+04  0.3802255E+02  0.1503000E+02  0.9364000E+02  0.2900000E+03  0.7513000E+03  0.1810000E+04  0.4257000E+04  0.9890000E+04  0.2279000E+05  0.5210000E+05  0.1182000E+06  0.1512500E+06  0.1512500E+06
  0.7500000E+04  0.4701588E+02  0.4481867E+02  0.6208000E+02  0.2047000E+03  0.5453000E+03  0.1342000E+04  0.3174000E+04  0.7479000E+04  0.1750000E+05  0.4066000E+05  0.9374000E+05  0.1202800E+06  0.1202800E+06
  0.7750000E+04  0.5921520E+02  0.5554228E+02  0.4884000E+02  0.1571000E+03  0.4114000E+03  0.1010000E+04  0.2410000E+04  0.5655000E+04  0.1339000E+05  0.3160000E+05  0.7403000E+05  0.9524500E+05  0.9524500E+05
  0.8000000E+04  0.7694772E+02  0.7002193E+02  0.4480000E+02  0.1390000E+03  0.3439000E+03  0.8047000E+03  0.1876000E+04  0.4375000E+04  0.1025000E+05  0.2448000E+05  0.5826000E+05  0.7515000E+05  0.7515000E+05
  0.8250000E+04  0.1045673E+03  0.1040193E+03  0.1055907E+03  0.1361000E+03  0.3226000E+03  0.7091000E+03  0.1559000E+04  0.3520000E+04  0.8083000E+04  0.1900000E+05  0.4576000E+05  0.5914000E+05  0.5914000E+05
  0.8500000E+04  0.1369773E+03  0.1380168E+03  0.1383128E+03  0.1386000E+03  0.3255000E+03  0.6870000E+03  0.1422000E+04  0.3017000E+04  0.6681000E+04  0.1515000E+05  0.3600000E+05  0.4642500E+05  0.4642500E+05
  0.8750000E+04  0.1736520E+03  0.1755044E+03  0.1722395E+03  0.1424000E+03  0.3385000E+03  0.7056000E+03  0.1408000E+04  0.2818000E+04  0.5860000E+04  0.1282000E+05  0.2888000E+05  0.3691000E+05  0.3691000E+05
  0.9000000E+04  0.2144524E+03  0.2212845E+03  0.2342390E+03  0.2618998E+03  0.3549000E+03  0.7412000E+03  0.1457000E+04  0.2818000E+04  0.5552000E+04  0.1145000E+05  0.2482000E+05  0.3150500E+05  0.3150500E+05
  0.9250000E+04  0.2546595E+03  0.2644144E+03  0.2835953E+03  0.3168204E+03  0.3721000E+03  0.7841000E+03  0.1539000E+04  0.2931000E+04  0.5581000E+04  0.1093000E+05  0.2250000E+05  0.2828500E+05  0.2828500E+05
  0.9500000E+04  0.2912640E+03  0.3016669E+03  0.3211745E+03  0.3505923E+03  0.3893000E+03  0.8295000E+03  0.1633000E+04  0.3097000E+04  0.5799000E+04  0.1098000E+05  0.2152000E+05  0.2679000E+05  0.2679000E+05
  0.9750000E+04  0.3234503E+03  0.3333915E+03  0.3512162E+03  0.3760555E+03  0.4057000E+03  0.8760000E+03  0.1733000E+04  0.3288000E+04  0.6115000E+04  0.1137000E+05  0.2152000E+05  0.2659500E+05  0.2659500E+05
  0.1000000E+05  0.3518298E+03  0.3610436E+03  0.3768400E+03  0.3978154E+03  0.4220000E+03  0.9231000E+03  0.1838000E+04  0.3498000E+04  0.6488000E+04  0.1195000E+05  0.2215000E+05  0.2725000E+05  0.2725000E+05
  0.1025000E+05  0.3780441E+03  0.3866305E+03  0.4004091E+03  0.4177139E+03  0.4368000E+03  0.9702000E+03  0.1945000E+04  0.3709000E+04  0.6883000E+04  0.1264000E+05  0.2314000E+05  0.2839000E+05  0.2839000E+05
  0.1050000E+05  0.4047963E+03  0.4129298E+03  0.4245382E+03  0.4376001E+03  0.4508000E+03  0.1018000E+04  0.2054000E+04  0.3931000E+04  0.7301000E+04  0.1338000E+05  0.2437000E+05  0.2986500E+05  0.2986500E+05
  0.1075000E+05  0.4359690E+03  0.4437908E+03  0.4527237E+03  0.4597175E+03  0.4637000E+03  0.1064000E+04  0.2163000E+04  0.4155000E+04  0.7731000E+04  0.1416000E+05  0.2570000E+05  0.3147000E+05  0.3147000E+05
  0.1100000E+05  0.4764614E+03  0.4842901E+03  0.4901311E+03  0.4879462E+03  0.4747000E+03  0.1110000E+04  0.2273000E+04  0.4380000E+04  0.8179000E+04  0.1498000E+05  0.2714000E+05  0.3322000E+05  0.3322000E+05
  0.1125000E+05  0.5313413E+03  0.5404152E+03  0.5447260E+03  0.5311133E+03  0.4845000E+03  0.1155000E+04  0.2380000E+04  0.4609000E+04  0.8638000E+04  0.1583000E+05  0.2866000E+05  0.3507500E+05  0.3507500E+05
  0.1150000E+05  0.6039113E+03  0.6174719E+03  0.6281078E+03  0.6119338E+03  0.4928000E+03  0.1197000E+04  0.2482000E+04  0.4831000E+04  0.9095000E+04  0.1669000E+05  0.3022000E+05  0.3698500E+05  0.3698500E+05
  0.1175000E+05  0.6927171E+03  0.7153322E+03  0.7505144E+03  0.8012996E+03  0.9007997E+03  0.1237000E+04  0.2584000E+04  0.5053000E+04  0.9571000E+04  0.1759000E+05  0.3183000E+05  0.3895000E+05  0.3895000E+05
  0.1200000E+05  0.7896767E+03  0.8191750E+03  0.8705262E+03  0.9494845E+03  0.1074806E+04  0.1279000E+04  0.2690000E+04  0.5282000E+04  0.1003000E+05  0.1847000E+05  0.3345000E+05  0.4094000E+05  0.4094000E+05
  0.1225000E+05  0.8869921E+03  0.9193863E+03  0.9763125E+03  0.1059485E+04  0.1173127E+04  0.1317000E+04  0.2790000E+04  0.5503000E+04  0.1050000E+05  0.1937000E+05  0.3511000E+05  0.4298000E+05  0.4298000E+05
  0.1250000E+05  0.9799538E+03  0.1012579E+04  0.1069080E+04  0.1147400E+04  0.1244598E+04  0.1354000E+04  0.2890000E+04  0.5720000E+04  0.1096000E+05  0.2029000E+05  0.3681000E+05  0.4507000E+05  0.4507000E+05
  0.1275000E+05  0.1067176E+04  0.1099297E+04  0.1153559E+04  0.1225258E+04  0.1307510E+04  0.1391000E+04  0.2996000E+04  0.5946000E+04  0.1141000E+05  0.2118000E+05  0.3851000E+05  0.4717500E+05  0.4717500E+05
  0.1300000E+05  0.1150428E+04  0.1182821E+04  0.1235675E+04  0.1302579E+04  0.1373390E+04  0.1426000E+04  0.3101000E+04  0.6168000E+04  0.1186000E+05  0.2209000E+05  0.4024000E+05  0.4931500E+05  0.4931500E+05
  0.1400000E+05  0.1234702E+04  0.1268858E+04  0.1322136E+04  0.1388257E+04  0.1462643E+04  0.1548000E+04  0.3525000E+04  0.7105000E+04  0.1369000E+05  0.2581000E+05  0.4730000E+05  0.5804500E+05  0.5804500E+05
  0.1500000E+05  0.1328313E+04  0.1365495E+04  0.1419288E+04  0.1481181E+04  0.1547408E+04  0.1631000E+04  0.3937000E+04  0.8135000E+04  0.1578000E+05  0.2974000E+05  0.5454000E+05  0.6694000E+05  0.6694000E+05
  0.1600000E+05  0.1442531E+04  0.1484005E+04  0.1538157E+04  0.1589064E+04  0.1622750E+04  0.1649000E+04  0.4275000E+04  0.9114000E+04  0.1787000E+05  0.3371000E+05  0.6177000E+05  0.7580000E+05  0.7580000E+05
  0.1700000E+05  0.1589102E+04  0.1637392E+04  0.1696262E+04  0.1737027E+04  0.1714821E+04  0.1587000E+04  0.4503000E+04  0.9956000E+04  0.1982000E+05  0.3757000E+05  0.6897000E+05  0.8467000E+05  0.8467000E+05
  0.1800000E+05  0.1775085E+04  0.1834974E+04  0.1913175E+04  0.1973560E+04  0.1922977E+04  0.1444000E+04  0.4604000E+04  0.1062000E+05  0.2156000E+05  0.4123000E+05  0.7598000E+05  0.9335500E+05  0.9335500E+05
  0.1900000E+05  0.1996952E+04  0.2072884E+04  0.2191280E+04  0.2348679E+04  0.2571595E+04  0.3027650E+04  0.4577000E+04  0.1109000E+05  0.2304000E+05  0.4454000E+05  0.8260000E+05  0.1016300E+06  0.1016300E+06
  0.2000000E+05  0.2239987E+04  0.2327915E+04  0.2475269E+04  0.2688374E+04  0.3003714E+04  0.3524021E+04  0.4425000E+04  0.1137000E+05  0.2423000E+05  0.4748000E+05  0.8875000E+05  0.1093850E+06  0.1093850E+06
  0.2100000E+05  0.2490257E+04  0.2583958E+04  0.2741036E+04  0.2959688E+04  0.3251499E+04  0.3648035E+04  0.4177000E+04  0.1144000E+05  0.2512000E+05  0.4998000E+05  0.9432000E+05  0.1164900E+06  0.1164900E+06
  0.2200000E+05  0.2744291E+04  0.2842467E+04  0.2999949E+04  0.3199161E+04  0.3421248E+04  0.3650879E+04  0.3878000E+04  0.1136000E+05  0.2572000E+05  0.5203000E+05  0.9924000E+05  0.1228450E+06  0.1228450E+06
  0.2300000E+05  0.3012783E+04  0.3122085E+04  0.3286825E+04  0.3470535E+04  0.3620042E+04  0.3672051E+04  0.3591000E+04  0.1123000E+05  0.2614000E+05  0.5372000E+05  0.1035000E+06  0.1283900E+06  0.1283900E+06
  0.2400000E+05  0.3318600E+04  0.3453294E+04  0.3649247E+04  0.3851976E+04  0.3968078E+04  0.3849123E+04  0.3330000E+04  0.1109000E+05  0.2646000E+05  0.5517000E+05  0.1074000E+06  0.1335150E+06  0.1335150E+06
  0.2500000E+05  0.3690237E+04  0.3869434E+04  0.4134866E+04  0.4425772E+04  0.4624819E+04  0.4460047E+04  0.3088000E+04  0.1101000E+05  0.2684000E+05  0.5657000E+05  0.1110000E+06  0.1382150E+06  0.1382150E+06
  0.2600000E+05  0.4153990E+04  0.4396063E+04  0.4770871E+04  0.5236492E+04  0.5749535E+04  0.6330075E+04  0.7354775E+04  0.1098000E+05  0.2738000E+05  0.5820000E+05  0.1147000E+06  0.1429500E+06  0.1429500E+06
  0.2700000E+05  0.4730580E+04  0.5046736E+04  0.5547033E+04  0.6192970E+04  0.6951259E+04  0.7844383E+04  0.9055688E+04  0.1098000E+05  0.2806000E+05  0.6017000E+05  0.1190000E+06  0.1484150E+06  0.1484150E+06
  0.2800000E+05  0.5439433E+04  0.5837418E+04  0.6470010E+04  0.7283127E+04  0.8205041E+04  0.9159825E+04  0.1009255E+05  0.1100000E+05  0.2889000E+05  0.6250000E+05  0.1241000E+06  0.1549000E+06  0.1549000E+06
  0.2900000E+05  0.6300254E+04  0.6789417E+04  0.7568807E+04  0.8563945E+04  0.9654342E+04  0.1064505E+05  0.1121626E+05  0.1098000E+05  0.2981000E+05  0.6521000E+05  0.1299000E+06  0.1622450E+06  0.1622450E+06
  0.3000000E+05  0.7328144E+04  0.7919259E+04  0.8870421E+04  0.1010022E+05  0.1147210E+05  0.1272654E+05  0.1322368E+05  0.1089000E+05  0.3079000E+05  0.6819000E+05  0.1365000E+06  0.1706550E+06  0.1706550E+06
  0.3100000E+05  0.8525730E+04  0.9225577E+04  0.1037078E+05  0.1189557E+05  0.1371967E+05  0.1577889E+05  0.1816345E+05  0.2179109E+05  0.3181000E+05  0.7146000E+05  0.1439000E+06  0.1801200E+06  0.1801200E+06
  0.3200000E+05  0.9879565E+04  0.1068657E+05  0.1202781E+05  0.1384967E+05  0.1610068E+05  0.1877514E+05  0.2202288E+05  0.2636444E+05  0.3272000E+05  0.7490000E+05  0.1518000E+06  0.1902500E+06  0.1902500E+06
  0.3300000E+05  0.1136585E+05  0.1227663E+05  0.1380899E+05  0.1590757E+05  0.1850475E+05  0.2154096E+05  0.2501115E+05  0.2901679E+05  0.3366000E+05  0.7840000E+05  0.1604000E+06  0.2014000E+06  0.2014000E+06
  0.3400000E+05  0.1296076E+05  0.1398261E+05  0.1571923E+05  0.1810362E+05  0.2102348E+05  0.2431179E+05  0.2775670E+05  0.3115543E+05  0.3443000E+05  0.8196000E+05  0.1691000E+06  0.2126700E+06  0.2126700E+06
  0.3500000E+05  0.1464974E+05  0.1580935E+05  0.1779774E+05  0.2053605E+05  0.2386143E+05  0.2747963E+05  0.3092025E+05  0.3357527E+05  0.3512000E+05  0.8567000E+05  0.1784000E+06  0.2247650E+06  0.2247650E+06
  0.3600000E+05  0.1643049E+05  0.1777163E+05  0.2009017E+05  0.2330808E+05  0.2723911E+05  0.3149685E+05  0.3531982E+05  0.3729433E+05  0.3556000E+05  0.8925000E+05  0.1880000E+06  0.2373750E+06  0.2373750E+06
  0.3700000E+05  0.1830617E+05  0.1987442E+05  0.2260501E+05  0.2644418E+05  0.3125320E+05  0.3672156E+05  0.4208357E+05  0.4493755E+05  0.3578000E+05  0.9273000E+05  0.1977000E+06  0.2501850E+06  0.2501850E+06
  0.3800000E+05  0.2027084E+05  0.2209107E+05  0.2527488E+05  0.2980595E+05  0.3566250E+05  0.4289100E+05  0.5191414E+05  0.6482810E+05  0.9128000E+05  0.9595000E+05  0.2074000E+06  0.2631250E+06  0.2631250E+06
  0.3900000E+05  0.2229435E+05  0.2435522E+05  0.2796117E+05  0.3310293E+05  0.3979226E+05  0.4812755E+05  0.5843488E+05  0.7144173E+05  0.8762366E+05  0.9903000E+05  0.2173000E+06  0.2764350E+06  0.2764350E+06
  0.4000000E+05  0.2431282E+05  0.2657170E+05  0.3051847E+05  0.3611985E+05  0.4335511E+05  0.5224157E+05  0.6284975E+05  0.7521447E+05  0.8886149E+05  0.1018000E+06  0.2272000E+06  0.2899000E+06  0.2899000E+06
  0.4100000E+05  0.2622457E+05  0.2862464E+05  0.3281732E+05  0.3873351E+05  0.4630186E+05  0.5545224E+05  0.6609761E+05  0.7806408E+05  0.9094884E+05  0.1041000E+06  0.2368000E+06  0.3031500E+06  0.3031500E+06
  0.4200000E+05  0.2789800E+05  0.3038813E+05  0.3474867E+05  0.4087983E+05  0.4866719E+05  0.5797533E+05  0.6862778E+05  0.8038211E+05  0.9292927E+05  0.1060000E+06  0.2462000E+06  0.3163000E+06  0.3163000E+06
  0.4300000E+05  0.2919743E+05  0.3174938E+05  0.3623847E+05  0.4254912E+05  0.5053870E+05  0.6001934E+05  0.7073423E+05  0.8236119E+05  0.9458003E+05  0.1072000E+06  0.2548000E+06  0.3286000E+06  0.3286000E+06
  0.4400000E+05  0.3002335E+05  0.3264250E+05  0.3727329E+05  0.4380489E+05  0.5208241E+05  0.6186416E+05  0.7277716E+05  0.8433383E+05  0.9608445E+05  0.1079000E+06  0.2632000E+06  0.3408500E+06  0.3408500E+06
  0.4500000E+05  0.3035245E+05  0.3307874E+05  0.3791991E+05  0.4479614E+05  0.5356180E+05  0.6391703E+05  0.7530588E+05  0.8690247E+05  0.9786887E+05  0.1081000E+06  0.2711000E+06  0.3526000E+06  0.3526000E+06
  0.4600000E+05  0.3025743E+05  0.3315420E+05  0.3831691E+05  0.4573237E+05  0.5530564E+05  0.6670407E+05  0.7913517E+05  0.9115816E+05  0.1008474E+06  0.1072000E+06  0.2778000E+06  0.3631000E+06  0.3631000E+06
  0.4700000E+05  0.2989240E+05  0.3302286E+05  0.3862628E+05  0.4680278E+05  0.5758795E+05  0.7073387E+05  0.8531730E+05  0.9910536E+05  0.1077468E+06  0.1057000E+06  0.2841000E+06  0.3733000E+06  0.3733000E+06
