10.5839 7.5
10.5839 8.21
10.57 8.235
10.56 8.2539
10.5546 8.26454
10.542 8.288
10.5409 8.28991
10.53 8.309
10.5198 8.32598
10.51 8.341
10.5127 8.33727
10.5 8.35688
10.493 8.3667
10.4777 8.38777
10.469 8.3991
10.46 8.41
10.44 8.43312
10.4409 8.43209
10.4409 8.432
10.4361 8.43761
10.4358 8.438
10.44 8.43312
10.418 8.456
10.4004 8.47196
10.391 8.4811
10.3923 8.48
10.38 8.48977
10.3707 8.498
10.3508 8.51292
10.337 8.5237
10.321 8.534
10.32 8.53477
10.3006 8.54794
10.264 8.57
10.2649 8.56951
10.2726 8.56526
10.2748 8.564
10.26 8.57209
10.2634 8.57034
10.264 8.57
10.2 8.60339
10.1519 8.62519
10.1417 8.62983
10.1413 8.63
10.1417 8.62983
10.1519 8.62519
10.08 8.65388
10.0448 8.666
10.02 8.67461
10.0029 8.67971
9.9 8.70981
9.78 8.7392
9.72 8.75183
9.66 8.76373
9.6 8.77481
9.54 8.78495
9.48 8.79447
9.42 8.80357
9.36 8.81172
9.3 8.81986
9.24 8.8272
9.18 8.83404
9.12 8.84102
9 8.85311
8.76 8.87444
8.52 8.89244
8.34 8.90423
8.16 8.91463
7.98 8.92424
7.8 8.93294
7.62 8.94083
7.5 8.94597
6.9 8.96806
6.6 8.97764
2.5 9.1
