2 9.51776
2.05459 9.51779
2.05653 9.51779
2.11111 9.51782
2.16499 9.51788
2.16837 9.51788
2.22222 9.51793
2.27549 9.51795
2.28008 9.51795
2.33333 9.51797
2.38676 9.51793
2.391 9.51793
2.44444 9.51789
2.49887 9.51781
2.5011 9.51781
2.55556 9.51773
2.6109 9.51765
2.61133 9.51765
2.66667 9.51757
2.72112 9.51755
2.72333 9.51755
2.77778 9.51752
2.83238 9.51756
2.83427 9.51757
2.88889 9.51761
2.94442 9.51767
2.94447 9.51767
3 9.51774
3.05483 9.51776
3.05629 9.51776
3.11111 9.51779
3.1653 9.51784
3.16805 9.51784
3.22222 9.51789
3.27589 9.5179
3.27967 9.5179
3.33333 9.51791
3.38729 9.51787
3.39047 9.51786
3.44444 9.51782
3.49956 9.51773
3.50043 9.51773
3.55556 9.51764
3.61002 9.51755
3.61223 9.51754
3.66667 9.51745
3.71998 9.51741
3.72449 9.51741
3.77778 9.51737
3.8309 9.51739
3.83575 9.51739
3.88889 9.51741
3.94249 9.51745
3.94638 9.51745
4 9.51748
4.0538 9.51747
4.05732 9.51747
4.11111 9.51746
4.16482 9.51746
4.16852 9.51746
4.22222 9.51746
4.2755 9.51741
4.2801 9.5174
4.33333 9.51735
4.3851 9.51723
4.39283 9.51721
4.44444 9.51709
4.49352 9.51691
4.50691 9.51686
4.55556 9.51668
4.60105 9.51649
4.62196 9.51639
4.66667 9.5162
4.70823 9.51602
4.73733 9.51589
4.77778 9.51572
4.81539 9.51556
4.85272 9.51539
4.88889 9.51523
4.92214 9.51504
4.96923 9.51475
5 9.51457
5.02724 9.51433
5.08887 9.51374
5.11111 9.51354
5.12979 9.51332
5.21274 9.51223
5.22222 9.51212
5.22962 9.51198
5.27441 9.51111
5.32559 9.5102
5.33333 9.51004
5.34533 9.50969
5.41611 9.50776
5.44444 9.50691
5.49977 9.50452
5.50055 9.50448
5.55556 9.50195
5.57733 9.50055
5.61175 9.49798
5.64544 9.49547
5.66667 9.49351
5.702 9.48902
5.72868 9.48485
5.74797 9.48133
5.77778 9.47284
5.77998 9.47198
5.78034 9.47172
5.78068 9.47137
5.79957 9.46116
5.80164 9.45859
5.80421 9.45546
5.8134 9.44966
5.81625 9.44545
5.8194 9.44054
5.82317 9.43769
5.82605 9.43232
5.82677 9.42653
5.8279 9.42512
5.82852 9.41919
5.82355 9.41378
5.8232 9.41143
5.81902 9.40606
5.81126 9.4021
5.80505 9.39615
5.79975 9.39293
5.79604 9.39077
5.78547 9.38071
5.7841 9.3798
5.78289 9.37919
5.77778 9.37573
5.76401 9.36829
5.76182 9.36667
5.756 9.36409
5.7401 9.35799
5.73108 9.35354
5.71452 9.34788
5.70912 9.34542
5.69619 9.3404
5.68782 9.3379
5.66667 9.32969
5.66136 9.3279
5.6601 9.32727
5.65703 9.32613
5.63224 9.31821
5.6228 9.31414
5.60483 9.30832
5.59919 9.30617
5.58451 9.30101
5.57609 9.29858
5.55556 9.29203
5.54546 9.28907
5.54211 9.28788
5.53517 9.28547
5.51611 9.27941
5.50391 9.27475
5.48822 9.26957
5.47753 9.26553
5.46645 9.26162
5.46013 9.25976
5.44444 9.25488
5.42881 9.25033
5.42311 9.24848
5.40466 9.24378
5.39452 9.24125
5.37223 9.23535
5.35898 9.23232
5.33333 9.22632
5.32132 9.22364
5.31571 9.22222
5.29773 9.21801
5.28414 9.21491
5.26046 9.20909
5.24823 9.20602
5.22222 9.19961
5.21219 9.19715
5.20749 9.19596
5.19243 9.19244
5.17505 9.1884
5.15152 9.18283
5.13799 9.17965
5.11111 9.17331
5.10098 9.17089
5.09631 9.1697
5.0822 9.16628
5.06461 9.16206
5.04231 9.15657
5.02803 9.15325
5 9.14697
4.9898 9.14464
4.98452 9.14343
4.9635 9.13912
4.94971 9.13625
4.91951 9.1303
4.90786 9.12806
4.88889 9.12472
4.86353 9.12017
4.84632 9.11717
4.82039 9.11214
4.77778 9.1043
4.77696 9.10414
4.77644 9.10404
4.77453 9.10366
4.73644 9.09579
4.71027 9.09091
4.69331 9.08776
4.66667 9.08321
4.64834 9.07994
4.63556 9.07778
4.60401 9.07205
4.57285 9.06669
4.56109 9.06465
4.55897 9.06424
4.55556 9.06364
4.5171 9.05606
4.49251 9.05152
4.47445 9.04797
4.44444 9.04269
4.43006 9.04008
4.41974 9.03838
4.38426 9.03237
4.34718 9.02689
4.33628 9.02525
4.33506 9.02505
4.33333 9.0248
4.28617 9.01769
4.24367 9.01212
4.23527 9.01058
4.22222 9.00838
4.1903 9.00276
4.16646 8.99899
4.14342 8.99517
4.11111 8.99038
4.09448 8.98782
4.08001 8.98586
4.04469 8.98058
4 8.97459
3.99247 8.97362
3.9846 8.97273
3.93961 8.96673
3.88889 8.96064
3.88495 8.96006
3.88149 8.9596
3.86215 8.95644
3.83825 8.95245
3.79741 8.94646
3.78967 8.94506
3.77778 8.94322
3.74147 8.93762
3.70814 8.93333
3.69011 8.93056
3.66667 8.9276
3.63663 8.92375
3.60167 8.9202
3.57992 8.91732
3.55556 8.91459
3.52316 8.9109
3.48303 8.90707
3.46678 8.90443
3.44444 8.90106
3.41856 8.897
3.39571 8.89394
3.36653 8.89002
3.33333 8.8861
3.31014 8.88355
3.27772 8.88081
3.24807 8.87775
3.22222 8.87557
3.18708 8.87183
3.14155 8.86768
3.12671 8.86583
3.11111 8.86413
3.07117 8.85927
3.02687 8.85455
3.01536 8.85273
3 8.85064
2.96257 8.84584
2.92113 8.84141
2.90738 8.83923
2.88889 8.83684
2.85451 8.83235
2.81293 8.82828
2.79654 8.82607
