Wavelength,Transmission
105939.95,0.00020863393
106013.27,0.00033549191
106086.58,0.00046234989
106159.9,0.00058920786
106233.22,0.00071606584
106306.53,0.00084292382
106379.85,0.0009697818
106453.17,0.0010966398
106526.48,0.0012234978
106599.8,0.0013503557
106673.12,0.0014772137
106746.43,0.0016040717
106819.75,0.0017309297
106893.07,0.0018577876
106966.38,0.0019846456
107039.7,0.0021115047
107113.02,0.0022393083
107186.33,0.0023812671
107259.65,0.0025853827
107332.96,0.0029183265
107406.28,0.0033953522
107479.6,0.0039605783
107552.91,0.0045530579
107626.23,0.0051487583
107699.55,0.0057444973
107772.86,0.0063402363
107846.18,0.0069359872
107919.5,0.0075337357
107992.81,0.0081521801
108066.13,0.0088458153
108139.45,0.0096741204
108212.76,0.010634077
108286.08,0.011664059
108359.4,0.012712233
108432.71,0.013772076
108506.03,0.014930389
108579.35,0.016434355
108652.66,0.018540798
108725.98,0.021221135
108799.3,0.024198116
108872.61,0.02724896
108945.93,0.030305682
109019.25,0.033362595
109092.56,0.036432844
109165.88,0.039612096
109239.2,0.04313627
109312.51,0.047213277
109385.83,0.051777156
109459.15,0.056622411
109532.46,0.061893029
109605.78,0.068271308
109679.1,0.076323751
109752.41,0.085771345
109825.73,0.095841399
109899.05,0.1060392
109972.36,0.11624385
110045.68,0.12644849
110118.99,0.13665314
110192.31,0.14685778
110265.63,0.1570626
110338.94,0.16727154
110412.26,0.17750304
110485.58,0.18778943
110558.89,0.19814654
110632.21,0.20855375
110705.53,0.21897944
110778.84,0.22940801
110852.16,0.23982806
110925.48,0.25007631
110998.79,0.259464
111072.11,0.26688448
111145.43,0.27190375
111218.74,0.2753112
111292.06,0.27816058
111365.38,0.28093061
111438.69,0.2836947
111512.01,0.28638801
111585.33,0.28875431
111658.64,0.29041633
111731.96,0.29126298
111805.28,0.29159142
111878.59,0.29175218
111951.91,0.29189155
112025.23,0.29203
112098.54,0.29215994
112171.86,0.29225355
112245.18,0.29227332
112318.49,0.29221274
112391.81,0.29211245
112465.13,0.29203449
112538.44,0.29202792
112611.76,0.29209942
112685.08,0.2922166
112758.39,0.2923471
112831.71,0.2924771
112905.03,0.29258782
112978.34,0.29263018
113051.66,0.29255245
113124.97,0.2923594
113198.29,0.29210618
113271.61,0.29183776
113344.92,0.29156809
113418.24,0.29129842
113491.56,0.29102875
113564.87,0.29075908
113638.19,0.29048935
113711.51,0.29021426
113784.82,0.28989466
113858.14,0.2894325
113931.46,0.28873961
114004.77,0.28784226
114078.09,0.28684582
114151.41,0.28581672
114224.72,0.28475411
114298.04,0.28364241
114371.36,0.28248947
114444.67,0.28131796
114517.99,0.28014257
114591.31,0.27896581
114664.62,0.27774112
114737.94,0.27619609
114811.26,0.27375619
114884.57,0.27001979
114957.89,0.26524876
115031.21,0.25999738
115104.52,0.25440449
115177.84,0.24813215
115251.16,0.24093231
115324.47,0.23303212
115397.79,0.22485332
115471.11,0.21662591
115544.42,0.20839588
115617.74,0.20014333
115691.06,0.1917659
115764.37,0.18308133
115837.69,0.17399742
115911.01,0.16462775
115984.32,0.15515127
116057.64,0.14565774
116130.95,0.1361637
116204.27,0.12666967
116277.59,0.11717564
116350.9,0.10768725
116424.22,0.098287426
116497.54,0.089285791
116570.85,0.08112458
116644.17,0.073919019
116717.49,0.067309695
116790.8,0.060888996
116864.12,0.054499971
116937.44,0.048235011
117010.75,0.042505958
117084.07,0.037876504
117157.39,0.034465515
117230.7,0.031793617
117304.02,0.029347661
117377.34,0.026932775
117450.65,0.024570534
117523.97,0.022403003
117597.29,0.020590707
117670.6,0.019131792
117743.92,0.017864443
117817.24,0.016647908
117890.55,0.015435963
117963.87,0.01422404
118037.19,0.013012181
118110.5,0.011805528
118183.82,0.010642709
118257.14,0.009621401
118330.45,0.0088308599
118403.77,0.0082466587
118477.09,0.0077619951
118550.4,0.0072999807
118623.72,0.0068394706
118697.04,0.0063789621
118770.35,0.0059184817
118843.67,0.0054599777
118916.98,0.005017291
118990.3,0.0046240469
119063.62,0.0043092979
119136.93,0.0040629257
119210.25,0.0038485992
119283.57,0.003641295
119356.88,0.0034344229
119430.2,0.0032275511
119503.52,0.0030206794
119576.83,0.0028138076
119650.15,0.0026069359
119723.47,0.0024000641
119796.78,0.0021931923
119870.1,0.0019863206
119943.42,0.0017794488
120016.73,0.001572577
120090.05,0.0013657053
120163.37,0.0011588335
120236.68,0.00095196176
120310.0,0.00074509
